,Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
14829,448823,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77488,Married,Star,7901.7,Standard,2017,3,2017,11
14830,559723,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,77488,Married,Star,7901.7,Standard,2014,9,2016,6
14831,293100,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,57815,Divorced,Star,7903.99,Standard,2017,2,2017,10
14832,676203,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,49956,Married,Star,7907.13,Standard,2015,10,2016,6
14833,996616,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,49956,Married,Star,7907.13,Standard,2013,5,2016,6
14834,895085,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,63833,Divorced,Star,7908.67,Standard,2014,12,2016,6
14835,706747,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,88674,Married,Star,7910.87,Standard,2015,9,2016,2
14836,347142,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,88363,Married,Star,7914.82,Standard,2016,4,2016,6
14837,142354,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,54871,Married,Star,7915.98,Standard,2015,7,2016,6
14838,345682,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,79245,Single,Star,7917.12,Standard,2016,11,2016,6
14839,618601,Canada,Ontario,Trenton,K8V 4B2,Male,College,79245,Married,Star,7919.83,Standard,2017,1,2016,6
14840,252110,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,97240,Married,Star,7920.11,Standard,2014,12,2018,1
14841,906884,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,97240,Married,Star,7920.11,Standard,2018,12,2016,6
14842,409454,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,75554,Married,Star,7920.28,Standard,2014,7,2016,6
14843,161103,Canada,Ontario,Toronto,M1R 4K3,Female,College,79245,Single,Star,7923.14,Standard,2014,6,2016,6
14844,171047,Canada,Alberta,Calgary,T3E 2V9,Male,College,79245,Single,Star,7923.14,Standard,2015,8,2016,6
14845,244132,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,55729,Married,Star,7927.18,Standard,2013,9,2016,6
14846,855981,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,221274,Divorced,Star,7931.72,Standard,2018,11,2016,6
14847,446991,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,87889,Married,Star,7933.82,Standard,2015,10,2016,6
14848,596544,Canada,Quebec,Montreal,H2T 2J6,Male,College,79245,Married,Star,2448.65,2018 Promotion,2018,3,2016,6
14849,574674,Canada,Ontario,Toronto,P1W 1K4,Female,College,79245,Single,Star,7944.97,Standard,2014,10,2016,6
14850,140891,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,49407,Married,Star,7948.54,Standard,2016,4,2016,6
14851,571670,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,78510,Married,Star,7949.28,Standard,2018,11,2016,6
14852,863599,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,79245,Married,Star,7955.77,Standard,2016,10,2016,6
14853,512599,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,65946,Married,Star,7956.15,Standard,2014,10,2016,6
14854,572836,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,65946,Married,Star,7956.15,Standard,2017,4,2017,12
14855,943804,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79245,Single,Star,2458.75,2018 Promotion,2018,2,2016,6
14856,530621,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,85130,Married,Star,7980.49,Standard,2018,5,2016,6
14857,737756,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,79245,Single,Star,7984.09,Standard,2014,1,2016,6
14858,185835,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,104401,Married,Star,7985.47,Standard,2013,12,2016,6
14859,113220,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,86215,Married,Star,7986.19,Standard,2012,12,2016,6
14860,653441,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,74544,Married,Star,7988.51,Standard,2015,5,2016,6
14861,860980,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57835,Married,Star,7992.78,Standard,2012,10,2016,6
14862,445247,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,60773,Married,Star,7993.0,Standard,2013,11,2014,12
14863,366744,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,50375,Divorced,Star,7995.41,Standard,2012,9,2016,6
14864,748198,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,50375,Divorced,Star,7995.41,Standard,2015,2,2016,6
14865,543881,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,100295,Married,Star,7996.01,Standard,2013,12,2017,12
14866,865727,Canada,Quebec,Quebec City,G1B 3L5,Female,College,79245,Married,Star,2510.63,2018 Promotion,2018,2,2016,6
14867,551809,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,83174,Married,Star,7996.6,Standard,2012,7,2016,6
14868,789206,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,63853,Married,Star,7996.6,Standard,2017,1,2016,6
14869,128041,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,78617,Married,Star,8000.55,Standard,2016,12,2016,6
14870,253528,Canada,Ontario,Toronto,P5S 6R4,Male,College,79245,Married,Star,8002.31,Standard,2017,11,2016,6
14871,339927,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79245,Married,Star,8002.31,Standard,2013,9,2016,6
14872,434470,Canada,Ontario,Ottawa,K1F 2R2,Male,College,79245,Married,Star,8002.31,Standard,2012,10,2016,6
14873,440671,Canada,Ontario,Ottawa,K1G 4Z0,Female,College,79245,Married,Star,8002.31,Standard,2012,12,2016,6
14874,741421,Canada,Alberta,Banff,T4V 1D4,Female,College,79245,Married,Star,8002.31,Standard,2014,10,2016,6
14875,863108,Canada,Ontario,Toronto,M2M 7K8,Male,College,79245,Married,Star,8002.31,Standard,2014,9,2016,6
14876,580201,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,78268,Married,Star,8005.96,Standard,2017,9,2016,6
14877,909727,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,55317,Divorced,Star,2531.74,2018 Promotion,2018,3,2016,6
14878,966391,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,78565,Married,Star,8006.22,Standard,2017,8,2016,6
14879,250363,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,68787,Single,Star,2534.95,2018 Promotion,2018,3,2018,11
14880,600884,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79245,Divorced,Star,8007.4,Standard,2013,12,2016,6
14881,848250,Canada,Quebec,Montreal,H2Y 2W2,Male,College,79245,Divorced,Star,8007.4,Standard,2013,7,2016,6
14882,858626,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,78574,Married,Star,8008.1,Standard,2012,6,2016,6
14883,148749,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,18664,Married,Star,2537.93,2018 Promotion,2018,3,2016,6
14884,475249,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79245,Married,Star,8009.03,Standard,2018,12,2016,6
14885,681722,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,79245,Single,Star,8012.12,Standard,2014,10,2016,6
14886,745668,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,74965,Single,Star,8018.5,Standard,2012,6,2016,6
14887,393206,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,71935,Married,Star,8019.86,Standard,2014,7,2016,6
14888,467143,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,71935,Married,Star,8019.86,Standard,2015,12,2016,6
14889,277139,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,71635,Married,Star,8021.07,Standard,2015,5,2016,6
14890,842210,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,70858,Married,Star,8022.69,Standard,2012,11,2016,6
14891,299412,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,101563,Divorced,Star,8024.51,Standard,2015,12,2016,6
14892,168026,Canada,Ontario,Toronto,M2M 6J7,Male,College,79245,Single,Star,8024.9,Standard,2012,9,2016,6
14893,626217,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,60227,Married,Star,8024.99,Standard,2012,6,2016,6
14894,604645,Canada,Ontario,Toronto,P5S 6R4,Male,College,79245,Married,Star,8034.52,Standard,2017,9,2016,6
14895,204686,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,84147,Married,Star,8044.87,Standard,2012,8,2016,6
14896,770568,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,16743,Single,Star,2555.85,2018 Promotion,2018,4,2016,6
14897,756928,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,84147,Married,Star,8044.87,Standard,2015,10,2016,6
14898,884433,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,84147,Married,Star,8044.87,Standard,2012,12,2016,6
14899,901442,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,84147,Married,Star,8044.87,Standard,2013,8,2016,6
14900,871740,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Single,Star,8048.37,Standard,2018,7,2016,6
14901,484765,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74102,Married,Star,8051.57,Standard,2018,11,2016,6
14902,585277,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,74102,Married,Star,8051.57,Standard,2013,12,2018,8
14903,285074,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,50636,Married,Star,8058.66,Standard,2018,7,2016,6
14904,503938,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,50636,Married,Star,8058.66,Standard,2012,6,2016,6
14905,982096,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,49228,Divorced,Star,8060.16,Standard,2016,6,2016,6
14906,813652,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,133080,Divorced,Star,8065.23,Standard,2015,10,2016,6
14907,939741,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Master,133080,Divorced,Star,8065.23,Standard,2013,7,2016,6
14908,650704,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,147572,Married,Star,8066.07,Standard,2015,9,2016,6
14909,379962,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,84702,Married,Star,8071.33,Standard,2014,7,2016,6
14910,534510,Canada,Alberta,Peace River,T9O 2W2,Male,College,79245,Single,Star,8071.65,Standard,2017,6,2018,2
14911,649855,Canada,Ontario,Toronto,M2M 7K8,Male,College,79245,Single,Star,8071.65,Standard,2015,1,2016,6
14912,214354,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,54286,Married,Star,8072.75,Standard,2014,3,2016,6
14913,255951,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245,Married,Star,8078.53,Standard,2016,4,2016,6
14914,355781,Canada,Ontario,Trenton,K8V 4B2,Male,College,79245,Married,Star,8078.53,Standard,2014,6,2015,2
14915,875707,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,71095,Married,Star,8082.88,Standard,2017,11,2016,6
14916,167575,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,79245,Single,Star,8083.54,Standard,2017,2,2017,10
14917,635509,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,54961,Married,Star,8083.92,Standard,2017,12,2016,6
14918,516791,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,175678,Married,Star,8084.33,Standard,2018,11,2016,6
14919,725510,Canada,Ontario,Toronto,M2Z 4K1,Female,Bachelor,76296,Divorced,Star,8084.85,Standard,2017,5,2016,6
14920,189139,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94969,Divorced,Star,8090.88,Standard,2012,8,2016,6
14921,109203,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,69098,Married,Star,8092.88,Standard,2014,10,2016,6
14922,161766,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,69098,Married,Star,8092.88,Standard,2014,5,2016,6
14923,798662,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,69098,Married,Star,8092.88,Standard,2016,5,2016,6
14924,964206,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,69098,Married,Star,8092.88,Standard,2018,10,2016,6
14925,516544,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,79245,Single,Star,8098.51,Standard,2013,5,2016,6
14926,513820,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245,Divorced,Star,8098.97,Standard,2013,5,2016,6
14927,429921,Canada,Ontario,Ottawa,K1G 4Z0,Male,Doctor,242590,Single,Star,8099.57,Standard,2013,8,2016,6
14928,626746,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,50895,Married,Star,8099.84,Standard,2017,6,2016,6
14929,739284,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,74474,Married,Star,8104.43,Standard,2013,7,2016,6
14930,674375,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,79245,Single,Star,8104.5,Standard,2018,8,2016,6
14931,692121,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245,Married,Star,8105.87,Standard,2016,3,2016,11
14932,457374,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,55552,Married,Star,8109.36,Standard,2018,5,2016,6
14933,362134,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,62421,Married,Star,8113.96,Standard,2018,6,2016,6
14934,836964,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,54294,Married,Star,8114.41,Standard,2015,10,2016,6
14935,952093,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,66019,Married,Star,8119.83,Standard,2013,11,2016,6
14936,890404,Canada,Ontario,Kingston,M9K 2P4,Female,College,79245,Single,Star,8123.02,Standard,2017,12,2018,8
14937,897772,Canada,Quebec,Montreal,H2Y 4R4,Male,High School or Below,44490,Divorced,Star,8123.96,Standard,2012,9,2016,6
14938,296567,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,25604,Single,Star,2574.02,2018 Promotion,2018,3,2016,6
14939,314258,Canada,Quebec,Tremblant,H5Y 2S9,Male,Doctor,105345,Married,Star,8126.77,Standard,2015,5,2016,6
14940,566767,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,105345,Married,Star,8126.77,Standard,2013,7,2016,6
14941,596787,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,58789,Married,Star,8132.7,Standard,2016,5,2016,6
14942,465412,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,55338,Single,Star,8133.16,Standard,2014,12,2016,6
14943,399678,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,70825,Married,Star,8139.0,Standard,2012,5,2016,6
14944,701036,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,95478,Married,Star,8139.53,Standard,2014,4,2016,6
14945,647672,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Divorced,Star,8140.0,Standard,2013,4,2016,6
14946,772019,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,77666,Married,Star,8145.99,Standard,2015,7,2016,6
14947,160320,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245,Single,Star,8150.57,Standard,2014,10,2016,6
14948,987978,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,79245,Single,Star,8151.72,Standard,2017,12,2016,6
14949,771133,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,79245,Single,Star,8152.24,Standard,2015,11,2016,7
14950,193747,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,95431,Married,Star,8157.93,Standard,2015,12,2016,6
14951,883505,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,95431,Married,Star,8157.93,Standard,2017,4,2018,7
14952,336025,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,65033,Single,Star,8161.78,Standard,2015,5,2016,6
14953,545659,Canada,Ontario,Toronto,M1R 4K3,Male,College,79245,Single,Star,8163.89,Standard,2013,5,2016,6
14954,529390,Canada,Ontario,Sudbury,M5V 1G5,Female,College,79245,Single,Star,8166.51,Standard,2014,2,2016,6
14955,617263,Canada,Ontario,Ottawa,K1G 4Z0,Male,College,79245,Single,Star,8167.99,Standard,2012,4,2016,6
14956,729394,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,183910,Married,Star,8168.71,Standard,2016,3,2016,6
14957,596171,Canada,Quebec,Montreal,H2T 2J6,Female,College,79245,Single,Star,8169.33,Standard,2018,6,2016,6
14958,777931,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,55907,Divorced,Star,8169.75,Standard,2015,12,2016,6
14959,434081,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,101599,Married,Star,8170.62,Standard,2016,6,2016,6
14960,408651,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,81771,Married,Star,8173.5,Standard,2016,4,2016,6
14961,734556,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,53169,Married,Star,8178.24,Standard,2017,4,2017,12
14962,534452,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245,Single,Star,8178.52,Standard,2014,6,2016,6
14963,443896,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,79245,Married,Star,8181.72,Standard,2015,10,2016,6
14964,257985,Canada,Ontario,Toronto,P5S 6R4,Female,High School or Below,69448,Married,Star,8183.59,Standard,2017,9,2016,6
14965,108462,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,64014,Married,Star,8186.1,Standard,2016,6,2016,6
14966,492158,Canada,Ontario,Trenton,K8V 4B2,Male,Doctor,178211,Married,Star,8186.31,Standard,2013,8,2016,6
14967,809218,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,178211,Married,Star,8186.31,Standard,2016,5,2016,6
14968,244308,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,72116,Married,Star,8193.56,Standard,2016,8,2016,6
14969,451448,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,195145,Divorced,Star,8196.08,Standard,2014,11,2015,7
14970,554453,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,195145,Divorced,Star,8196.08,Standard,2013,2,2016,6
14971,299210,Canada,Alberta,Banff,T4V 1D4,Male,College,79245,Married,Star,8197.2,Standard,2012,8,2016,6
14972,241849,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,73461,Single,Star,8197.71,Standard,2017,5,2016,6
14973,164363,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,50064,Single,Star,8200.27,Standard,2012,7,2016,6
14974,780389,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,50479,Single,Star,8200.79,Standard,2018,12,2016,6
14975,922206,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,91753,Divorced,Star,8201.33,Standard,2017,6,2016,6
14976,651835,Canada,Ontario,Toronto,M2M 6J7,Female,College,79245,Married,Star,8204.86,Standard,2016,2,2016,6
14977,668959,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,94720,Married,Star,8205.39,Standard,2015,12,2016,6
14978,371672,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,79245,Single,Star,8207.86,Standard,2012,12,2016,6
14979,537722,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,61649,Married,Star,8208.93,Standard,2015,10,2016,6
14980,732606,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,81682,Married,Star,8209.6,Standard,2013,6,2016,6
14981,840741,Canada,Saskatchewan,Regina,S1J 3C5,Male,High School or Below,46106,Single,Star,8221.87,Standard,2015,5,2016,6
14982,868037,Canada,Nova Scotia,Halifax,B3J 9S2,Male,High School or Below,46106,Single,Star,8221.87,Standard,2012,12,2016,6
14983,938126,Canada,Quebec,Montreal,H4G 3T4,Male,College,79245,Married,Star,8229.24,Standard,2014,2,2014,10
14984,680945,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,58034,Single,Star,2592.89,2018 Promotion,2018,3,2018,11
14985,283133,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,72900,Married,Star,8232.76,Standard,2014,5,2016,6
14986,341897,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,72900,Married,Star,8232.76,Standard,2018,9,2016,6
14987,823986,Canada,Ontario,Toronto,M2M 7K8,Male,High School or Below,68586,Married,Star,8237.04,Standard,2017,11,2016,6
14988,606563,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,67664,Married,Star,8237.25,Standard,2013,4,2018,5
14989,619693,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,83775,Married,Star,8237.38,Standard,2014,7,2016,6
14990,467013,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,77705,Single,Star,8246.83,Standard,2012,6,2016,6
14991,547649,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,77550,Married,Star,8253.27,Standard,2017,4,2016,6
14992,939474,Canada,Quebec,Montreal,H2T 9K8,Female,College,79245,Married,Star,2594.59,2018 Promotion,2018,3,2016,6
14993,257864,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,71450,Married,Star,8255.76,Standard,2015,1,2015,6
14994,313982,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,77935,Married,Star,8256.3,Standard,2016,9,2016,6
14995,793838,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,77935,Married,Star,8256.3,Standard,2014,8,2016,6
14996,855883,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,77935,Married,Star,8256.3,Standard,2013,12,2016,6
14997,154172,Canada,British Columbia,Whistler,V6T 1Y8,Male,Doctor,221857,Married,Star,8257.67,Standard,2018,12,2016,6
14998,425720,Canada,British Columbia,Victoria,V10 6T5,Female,Doctor,221857,Married,Star,8257.67,Standard,2012,9,2016,6
14999,566802,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,221857,Married,Star,8257.67,Standard,2014,10,2016,2
15000,973104,Canada,British Columbia,Vancouver,V5R 1W3,Male,Doctor,221857,Married,Star,8257.67,Standard,2018,7,2016,6
15001,421822,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,79245,Single,Star,8265.38,Standard,2018,7,2016,6
15002,863035,Canada,Quebec,Montreal,H2T 9K8,Male,College,79245,Single,Star,8265.38,Standard,2014,1,2016,6
15003,550834,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,75517,Married,Star,8267.85,Standard,2018,7,2016,6
15004,638264,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,Bachelor,75517,Married,Star,8267.85,Standard,2018,5,2016,6
15005,249841,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,101730,Married,Star,8268.27,Standard,2017,1,2016,6
15006,684133,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,101730,Married,Star,8268.27,Standard,2014,5,2016,6
15007,563188,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,77943,Married,Star,8271.91,Standard,2016,3,2016,6
15008,578167,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,77943,Married,Star,8271.91,Standard,2016,4,2016,6
15009,649972,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,102659,Married,Star,8272.33,Standard,2015,4,2018,2
15010,588095,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,98675,Divorced,Star,8272.49,Standard,2013,2,2016,6
15011,916851,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,90286,Married,Star,8277.64,Standard,2014,4,2016,6
15012,946001,Canada,Quebec,Quebec City,G1B 3L5,Female,Doctor,134577,Single,Star,8278.72,Standard,2017,9,2016,6
15013,578020,Canada,Ontario,Toronto,M2M 7K8,Male,College,79245,Married,Star,8278.79,Standard,2017,9,2016,6
15014,581419,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,79245,Married,Star,8278.79,Standard,2018,12,2016,6
15015,766691,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,58476,Married,Star,8281.74,Standard,2016,7,2017,3
15016,631839,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,83886,Married,Star,8283.07,Standard,2013,10,2016,6
15017,170710,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,61177,Divorced,Star,8286.96,Standard,2013,9,2016,6
15018,734226,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,61177,Divorced,Star,8286.96,Standard,2012,9,2016,6
15019,241495,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,91447,Married,Star,8287.68,Standard,2017,5,2016,6
15020,829663,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,91447,Married,Star,8287.68,Standard,2017,7,2016,6
15021,443231,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,56651,Divorced,Star,8288.16,Standard,2017,1,2016,6
15022,382748,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,94202,Married,Star,8291.66,Standard,2017,9,2016,6
15023,291336,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,89122,Married,Star,8294.97,Standard,2013,10,2016,6
15024,481293,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,89122,Married,Star,8294.97,Standard,2014,1,2016,6
15025,377050,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,94455,Married,Star,8295.84,Standard,2012,10,2016,6
15026,481048,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,94455,Married,Star,8295.84,Standard,2014,7,2016,6
15027,183305,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,135971,Single,Star,8300.71,Standard,2014,5,2016,6
15028,675104,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,135971,Single,Star,8300.71,Standard,2016,2,2016,6
15029,814703,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,64720,Single,Star,8311.85,Standard,2013,8,2016,6
15030,221643,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,61504,Married,Star,8314.31,Standard,2013,5,2016,6
15031,547802,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,79007,Married,Star,8317.3,Standard,2012,7,2016,6
15032,733603,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,103066,Divorced,Star,8323.07,Standard,2014,2,2016,6
15033,708258,Canada,Quebec,Montreal,H2Y 4R4,Female,College,79245,Single,Star,8329.04,Standard,2017,9,2016,6
15034,212862,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,54492,Married,Star,8329.29,Standard,2014,10,2016,6
15035,643480,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,54492,Married,Star,8329.29,Standard,2015,3,2016,6
15036,234562,Canada,Ontario,Toronto,M2M 7K8,Female,College,79245,Married,Star,8332.73,Standard,2017,4,2016,6
15037,659536,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,86393,Married,Star,8337.19,Standard,2016,12,2016,6
15038,683920,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,86393,Married,Star,8337.19,Standard,2014,7,2016,6
15039,138768,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,61253,Divorced,Star,8346.02,Standard,2015,8,2016,6
15040,879185,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,68175,Divorced,Star,8355.51,Standard,2015,6,2016,6
